9,9
9,10
10,10
9,11
11,11
8,8
11,10
11,12
10,9
10,11
8,9
11,9
9,8
12,11
12,13
10,13
13,10
10,12
12,12
13,13
10,14
11,13
8,10
12,14
13,15
14,12
11,15
9,14
8,15
9,13
9,12
8,13
7,13
10,15
7,12
15,11
16,10
11,16
12,17
13,11
12,10
14,10
14,11
13,9
16,12
12,8
11,7
12,9
7,9
6,9
7,10
7,11
6,11
10,7
5,12
